,label,filename,xmin,ymin,xmax,ymax
727,1,5062.jpg,237.00000000000003,473.0,421.0,721.0
728,1,5063.jpg,95.0,188.0,159.0,257.0
729,1,5064.jpg,129.0,271.0,246.0,454.0
730,2,5065.jpg,162.0,414.0,304.0,621.0
731,1,5066.jpg,145.0,385.0,254.0,539.0
732,1,5067.jpg,117.0,412.0,175.0,491.00000000000006
733,1,5068.jpg,124.0,312.0,216.0,421.0
734,1,5069.jpg,141.0,318.0,225.00000000000003,473.00000000000006
735,1,5070.jpg,253.0,302.0,353.0,421.0
736,1,5071.jpg,353.0,453.0,418.0,577.0
737,1,5072.jpg,75.0,162.0,125.0,245.0
738,1,5073.jpg,240.0,340.0,292.0,441.00000000000006
739,1,5074.jpg,101.0,160.0,201.0,294.0
740,2,5075.jpg,84.0,583.0,162.0,789.0
741,1,5076.jpg,99.0,205.0,181.0,331.0
742,1,5077.jpg,240.0,687.0,360.0,852.0
743,1,5078.jpg,216.0,461.00000000000006,396.0,835.0
744,2,5079.jpg,179.0,267.0,243.0,352.99999999999994
745,1,5080.jpg,124.0,156.0,169.0,225.0
746,2,5081.jpg,147.0,413.0,275.0,592.0
747,1,5082.jpg,86.0,287.0,197.0,467.0
748,1,5083.jpg,142.0,343.0,255.0,549.0
749,1,5084.jpg,103.0,219.0,140.0,270.0
750,1,5085.jpg,113.0,288.0,212.0,456.0
751,1,5086.jpg,261.0,253.0,363.0,384.0
752,1,5087.jpg,201.0,262.0,309.0,433.0
753,1,5088.jpg,105.0,632.0,254.0,814.9999999999999
754,1,5089.jpg,76.0,184.0,160.0,309.0
755,1,5090.jpg,74.0,264.0,143.0,353.0
756,1,5091.jpg,90.0,197.0,154.0,316.0
757,1,5092.jpg,491.0,917.0,637.0,1102.0
758,1,5093.jpg,133.0,603.0,245.00000000000003,711.0
759,1,5094.jpg,113.0,201.0,160.0,263.0
760,1,5095.jpg,102.0,459.0,167.0,538.0
761,1,5096.jpg,94.0,243.00000000000003,185.0,395.0
762,1,5097.jpg,96.0,345.0,244.0,575.0
763,1,5098.jpg,139.0,460.0,282.0,704.0
764,2,5099.jpg,199.00000000000003,500.0,342.0,734.0
765,1,5100.jpg,54.0,263.0,141.0,391.00000000000006
766,2,5101.jpg,254.0,195.0,439.0,502.0
767,1,5102.jpg,188.0,380.00000000000006,289.0,495.0
768,1,5103.jpg,210.0,224.0,307.0,342.0
769,1,5104.jpg,82.0,214.0,180.0,358.00000000000006
770,1,5105.jpg,148.0,310.0,243.0,493.0
771,1,5106.jpg,148.0,439.0,263.0,576.0
772,2,5107.jpg,273.0,225.0,359.0,366.0
773,1,5108.jpg,106.0,273.0,208.0,449.00000000000006
774,2,5109.jpg,101.0,111.0,237.0,240.00000000000003
775,1,5110.jpg,96.0,433.0,191.0,581.0
776,1,5111.jpg,203.0,501.0,335.0,665.0
777,1,5112.jpg,88.0,337.0,198.0,467.0
778,1,5113.jpg,178.0,612.0,279.0,744.0000000000001
779,1,5114.jpg,80.0,168.0,125.0,252.0
780,1,5115.jpg,236.0,301.0,304.0,423.0
781,1,5116.jpg,114.0,701.0,248.0,921.0
782,1,5117.jpg,209.0,271.0,330.0,474.0
783,2,5118.jpg,52.0,302.0,145.0,482.00000000000006
784,1,5119.jpg,82.0,430.0,177.0,587.0
785,1,5120.jpg,119.0,768.0000000000001,152.0,816.0
786,1,5121.jpg,151.0,304.0,234.0,474.00000000000006
787,1,5122.jpg,173.0,375.0,297.0,511.0
788,1,5123.jpg,115.0,442.0,194.0,564.0
789,2,5124.jpg,117.0,199.0,210.0,346.0
790,1,5125.jpg,161.0,552.0,314.0,746.0
791,1,5126.jpg,218.0,616.0,411.0,850.0
792,1,5127.jpg,93.0,406.0,161.0,516.0
793,1,5128.jpg,187.0,320.0,260.0,463.0
794,1,5129.jpg,76.0,117.0,127.0,183.0
795,1,5130.jpg,96.0,387.0,184.00000000000003,503.0
796,2,5131.jpg,57.0,142.0,131.0,251.0
797,1,5132.jpg,65.0,189.0,135.0,272.0
798,2,5133.jpg,18.0,200.0,77.0,325.0
799,1,5134.jpg,111.0,619.0,262.0,873.0000000000001
800,1,5135.jpg,116.0,324.0,250.0,531.0
801,2,5136.jpg,122.0,429.0,268.99999999999994,643.0
802,1,5137.jpg,185.0,279.0,268.0,376.0
803,1,5138.jpg,106.0,185.0,195.0,297.0
804,1,5139.jpg,181.0,381.0,285.0,516.0
805,1,5140.jpg,70.0,210.0,125.0,277.0
806,1,5141.jpg,158.0,489.0,260.0,615.0
807,1,5142.jpg,90.0,240.0,177.0,379.0
808,1,5143.jpg,179.0,541.0,338.0,727.0
809,1,5144.jpg,187.0,381.0,315.0,597.0
810,1,5145.jpg,240.0,552.0,288.0,631.0
811,1,5146.jpg,55.0,312.0,127.0,463.0
812,1,5147.jpg,72.0,539.0,234.0,771.0
813,1,5148.jpg,131.0,322.0,216.0,438.0
814,1,5149.jpg,114.0,214.0,162.0,277.0
815,1,5150.jpg,93.0,285.0,185.0,407.0
816,1,5151.jpg,86.0,182.0,138.0,247.0
817,1,5152.jpg,152.0,214.0,201.0,280.0
818,1,5153.jpg,127.0,278.0,208.0,384.0
819,1,5154.jpg,344.0,484.0,471.0,711.0
820,2,5155.jpg,86.0,561.0,343.0,980.0
821,1,5156.jpg,89.0,583.0,189.0,713.0
822,1,5157.jpg,92.0,230.0,158.0,318.0
823,1,5158.jpg,86.0,134.0,153.0,232.0
824,1,5159.jpg,126.0,336.0,243.0,481.00000000000006
825,1,5160.jpg,141.0,430.00000000000006,340.0,734.0
826,1,5161.jpg,83.0,265.0,175.0,433.0
827,2,5162.jpg,46.0,125.0,110.0,236.0
828,1,5163.jpg,433.0,476.0,521.0,584.0000000000001
829,1,5164.jpg,227.0,456.0,312.0,616.0
830,1,5165.jpg,223.00000000000003,372.0,356.0,614.0
831,1,5166.jpg,139.0,340.0,268.0,555.0
832,1,5167.jpg,117.0,227.0,214.00000000000003,388.0
833,1,5168.jpg,117.0,265.0,237.0,438.0
834,2,5169.jpg,192.0,160.0,265.0,252.0
835,1,5170.jpg,135.0,355.99999999999994,187.0,422.0
836,1,5171.jpg,119.0,346.0,196.0,450.00000000000006
837,1,5172.jpg,121.0,374.0,245.0,530.0
838,1,5173.jpg,58.0,117.0,118.0,201.0
839,1,5174.jpg,122.0,229.0,191.0,321.0
840,1,5175.jpg,152.0,259.0,256.0,425.0
841,1,5176.jpg,191.00000000000003,205.0,251.0,270.0
842,2,5177.jpg,105.0,242.0,185.0,393.0
843,1,5178.jpg,161.0,474.0,211.00000000000003,530.0
844,1,5179.jpg,144.0,401.0,269.0,567.0
845,1,5180.jpg,212.0,414.0,264.0,478.0
846,1,5181.jpg,144.0,408.0,284.0,574.0
847,1,5182.jpg,89.0,295.0,194.0,417.00000000000006
848,1,5183.jpg,220.00000000000003,358.0,340.0,505.0
849,2,5184.jpg,95.0,416.0,239.0,614.0
850,1,5185.jpg,299.0,455.00000000000006,369.0,553.0
851,1,5186.jpg,110.0,394.0,225.0,540.0
852,1,5187.jpg,110.0,415.0,224.0,558.0
853,1,5188.jpg,172.0,497.0,313.0,692.0
854,2,5189.jpg,153.0,153.0,223.0,262.0
855,1,5190.jpg,91.0,240.0,179.0,392.0
856,2,5191.jpg,37.0,235.0,112.0,347.0
857,2,5192.jpg,388.0,435.0,597.0,771.0
858,1,5193.jpg,107.0,769.0,236.0,931.0
859,1,5194.jpg,115.0,261.0,230.0,433.0
860,2,5195.jpg,116.0,436.0,296.0,647.0
861,1,5196.jpg,150.0,364.0,276.0,600.0
862,1,5197.jpg,69.0,239.0,135.0,344.0
863,1,5198.jpg,135.0,715.0,260.0,926.0
864,1,5199.jpg,23.000000000000004,190.0,97.0,281.0
865,1,5200.jpg,171.0,427.0,221.0,490.00000000000006
866,1,5201.jpg,555.0,496.0,650.0,630.0
867,1,5202.jpg,124.0,197.0,187.0,264.0
868,1,5203.jpg,147.0,253.0,314.0,509.0
869,2,5204.jpg,245.0,327.0,392.0,518.0
870,2,5205.jpg,115.0,355.0,244.0,586.0
871,1,5206.jpg,42.0,142.0,96.0,237.0
872,1,5207.jpg,170.0,429.0,238.0,512.0
873,1,5208.jpg,311.0,431.0,374.0,512.0
874,1,5209.jpg,204.0,671.0,315.0,800.9999999999999
875,2,5210.jpg,148.0,472.0,227.0,633.0000000000001
876,1,5211.jpg,49.99999999999999,204.0,109.0,272.0
877,2,5212.jpg,19.0,175.0,135.0,311.0
878,2,5213.jpg,141.0,268.0,227.0,415.00000000000006
879,1,5214.jpg,254.0,430.0,341.0,541.0
880,2,5215.jpg,155.0,467.0,303.0,722.0000000000001
881,1,5216.jpg,334.0,237.0,426.0,382.0
882,1,5217.jpg,145.0,346.0,296.0,510.0
883,1,5218.jpg,123.0,393.0,249.0,561.0
884,1,5219.jpg,216.0,465.0,390.0,701.0
885,1,5220.jpg,116.0,761.0,236.0,964.0
886,1,5221.jpg,98.0,341.0,202.0,479.0
887,2,5222.jpg,151.0,374.0,274.0,567.0
888,1,5223.jpg,103.0,927.0,182.0,1071.0
889,1,5224.jpg,120.0,251.0,184.0,340.0
890,1,5225.jpg,76.0,259.0,167.0,376.0
891,1,5226.jpg,224.0,307.0,330.0,507.0
892,2,5227.jpg,228.0,513.0,410.0,773.0
893,1,5228.jpg,109.0,486.0,232.0,692.0
894,1,5229.jpg,150.0,386.0,272.0,599.0
895,1,5230.jpg,132.0,308.0,229.0,479.00000000000006
896,2,5231.jpg,460.0,245.0,603.0,462.00000000000006
897,1,5232.jpg,71.0,361.0,213.0,592.0
898,1,5233.jpg,189.0,448.0,319.0,608.0
899,1,5234.jpg,231.0,308.0,283.0,416.0
900,2,5235.jpg,107.0,284.0,213.0,455.0
901,1,5236.jpg,174.0,347.0,253.0,497.0
902,1,5237.jpg,384.0,668.0,505.0,862.0
903,1,5238.jpg,60.0,127.0,115.0,209.0
904,1,5239.jpg,163.0,433.0,292.0,603.0
905,2,5240.jpg,580.0,804.0,839.0,1077.0
906,1,5241.jpg,58.0,187.0,126.0,291.0
907,1,5242.jpg,67.0,175.0,97.0,219.0
908,1,5243.jpg,80.0,122.0,128.0,191.0
909,1,5244.jpg,219.0,713.0,389.0,916.0
910,1,5245.jpg,84.0,265.0,171.0,404.0
911,1,5246.jpg,73.0,188.0,156.0,325.0
912,2,5247.jpg,302.0,363.0,508.00000000000006,645.0
913,1,5248.jpg,155.0,295.0,262.0,477.0
914,2,5249.jpg,316.0,505.0,505.0,779.9999999999999
915,1,5250.jpg,113.0,284.0,210.0,469.0
916,1,5251.jpg,57.0,178.0,120.0,253.00000000000003
917,1,5252.jpg,63.0,266.0,157.0,376.0
918,2,5253.jpg,355.0,417.0,489.0,604.0
919,1,5254.jpg,437.0,536.0,574.0,693.0
920,1,5255.jpg,75.0,263.0,174.0,383.0
921,1,5256.jpg,358.0,362.0,471.0,562.0
922,1,5257.jpg,72.0,179.0,138.0,293.0
923,2,5258.jpg,103.0,266.0,183.0,414.0
924,1,5259.jpg,131.0,293.0,222.0,409.0
925,1,5260.jpg,102.0,650.0,207.0,771.0
926,1,5261.jpg,132.0,387.0,229.00000000000003,507.0
927,1,5262.jpg,199.0,223.0,344.0,448.0
928,2,5263.jpg,149.0,350.0,294.0,575.0
929,1,5264.jpg,221.0,342.0,308.0,460.0
930,1,5265.jpg,107.0,289.0,194.0,409.0
931,1,5266.jpg,160.0,432.00000000000006,289.0,604.9999999999999
932,1,5267.jpg,201.00000000000003,467.0,322.0,624.0
933,2,5268.jpg,397.0,480.0,622.0,855.0000000000001
934,1,5269.jpg,399.0,242.00000000000003,469.0,360.0
935,1,5270.jpg,150.0,190.0,189.0,232.0
936,1,5271.jpg,397.0,417.0,456.0,492.0
937,1,5272.jpg,105.0,340.0,212.0,485.0
938,1,5273.jpg,77.0,263.0,128.0,328.99999999999994
939,1,5274.jpg,92.0,411.0,222.0,564.0
940,1,5275.jpg,139.0,386.0,256.0,543.0
941,2,5276.jpg,187.0,537.0,346.0,741.0
942,1,5277.jpg,151.0,318.0,282.0,542.0
943,2,5278.jpg,516.0,692.0,675.0,922.0
944,2,5279.jpg,89.0,272.0,182.0,374.0
945,1,5280.jpg,75.0,253.0,156.0,406.00000000000006
946,1,5281.jpg,254.0,695.9999999999999,382.0,884.0
947,1,5282.jpg,247.0,427.0,388.0,673.0
948,2,5283.jpg,515.0,594.0,612.0,709.0
949,1,5284.jpg,87.00000000000001,763.0,209.0,951.0
950,1,5285.jpg,144.0,208.0,212.0,325.0
951,1,5286.jpg,149.0,299.0,246.0,460.00000000000006
952,1,5287.jpg,69.0,165.0,173.0,308.0
953,1,5288.jpg,131.0,240.0,217.0,340.0
954,1,5289.jpg,120.0,202.0,184.0,286.0
955,2,5290.jpg,102.0,283.0,196.0,455.0
956,1,5291.jpg,79.0,331.0,197.0,460.0
957,1,5292.jpg,294.0,497.0,422.0,638.0
958,1,5293.jpg,89.0,716.0,189.0,844.0
959,2,5294.jpg,139.0,335.0,260.0,554.0
960,2,5295.jpg,34.0,241.0,112.0,352.0
961,1,5296.jpg,97.0,669.0,234.0,862.9999999999999
962,1,5297.jpg,107.0,326.0,227.0,528.0
963,1,5298.jpg,340.0,491.0,449.0,630.0
964,1,5299.jpg,119.0,270.0,250.00000000000003,479.0
965,1,5300.jpg,137.0,359.00000000000006,255.0,568.0
966,1,5301.jpg,149.0,422.0,297.0,619.0
967,1,5302.jpg,28.000000000000004,259.0,93.0,372.0
968,1,5303.jpg,86.0,271.0,177.0,426.0
969,2,5304.jpg,113.0,331.0,236.0,547.0
970,1,5305.jpg,179.0,396.0,306.0,632.0
971,1,5306.jpg,307.99999999999994,574.0,456.0,810.0
972,1,5307.jpg,135.0,224.0,186.0,290.0
973,1,5308.jpg,155.0,256.0,237.0,325.00000000000006
974,1,5309.jpg,107.0,315.0,200.0,432.0
975,1,5310.jpg,22.0,278.0,147.0,423.00000000000006
976,2,5311.jpg,117.0,451.0,285.0,656.0
977,1,5312.jpg,68.0,428.0,133.0,531.0
978,1,5313.jpg,80.0,278.0,229.0,487.0
979,2,5314.jpg,137.0,312.0,208.0,405.0
980,1,5315.jpg,161.0,586.0,291.0,747.0
981,1,5316.jpg,89.0,234.0,191.0,391.0
982,1,5317.jpg,122.0,537.0,284.0,724.0
983,1,5318.jpg,49.0,251.0,101.0,328.0
984,1,5319.jpg,102.0,472.0,155.0,561.0
985,1,5320.jpg,118.0,330.0,247.0,539.0
986,1,5321.jpg,136.0,415.00000000000006,300.0,605.0
987,1,5322.jpg,336.0,574.0,459.0,734.9999999999999
988,1,5323.jpg,149.0,217.0,213.0,294.0
989,1,5324.jpg,212.0,862.0,329.0,1016.0
990,1,5325.jpg,163.0,466.0,308.0,652.0000000000001
991,2,5326.jpg,398.0,134.0,444.0,210.0
992,1,5327.jpg,140.0,332.0,234.0,510.0
993,1,5328.jpg,101.0,296.0,192.0,463.00000000000006
994,1,5329.jpg,81.0,737.9999999999999,191.0,869.0
995,1,5330.jpg,194.0,451.0,262.0,546.0
996,1,5331.jpg,157.0,531.0,311.0,722.0
997,1,5332.jpg,32.0,216.0,105.0,307.0
998,1,5333.jpg,70.0,267.0,152.0,368.0
999,1,5334.jpg,147.0,399.0,262.0,549.0
1000,1,5335.jpg,52.0,117.0,91.0,180.0
1001,1,5336.jpg,138.0,354.0,267.0,510.0
1002,2,5337.jpg,185.0,442.0,424.0,814.0
1003,1,5338.jpg,98.0,221.0,192.0,366.00000000000006
1004,1,5339.jpg,96.0,405.0,172.0,509.0
1005,1,5340.jpg,109.0,657.0,154.0,718.0
1006,1,5341.jpg,46.0,203.0,118.0,287.0
1007,1,5342.jpg,132.0,215.0,237.0,373.00000000000006
1008,1,5343.jpg,203.0,554.0,346.0,742.0
1009,1,5344.jpg,81.0,219.0,165.0,365.0
1010,1,5345.jpg,77.0,255.00000000000003,173.0,412.0
1011,1,5346.jpg,148.0,372.0,293.0,555.0
1012,2,5347.jpg,50.0,112.0,120.0,218.0
1013,2,5348.jpg,115.0,429.0,248.0,578.0
1014,1,5349.jpg,206.0,293.0,294.0,433.0
1015,1,5350.jpg,170.0,712.0,296.0,938.0
1016,2,5351.jpg,144.0,437.0,333.0,747.0000000000001
1017,1,5352.jpg,131.0,686.0000000000001,211.0,821.9999999999999
1018,1,5353.jpg,54.0,177.0,142.0,298.0
1019,1,5354.jpg,103.0,201.0,152.0,264.0
1020,2,5355.jpg,74.0,215.0,165.0,331.99999999999994
1021,1,5356.jpg,81.0,220.0,201.0,418.0
1022,1,5357.jpg,66.0,184.0,141.0,305.0
1023,1,5358.jpg,33.0,172.0,113.0,267.0
1024,2,5359.jpg,215.0,574.0,320.0,745.0
1025,1,5360.jpg,66.0,511.0,175.0,654.0
1026,1,5361.jpg,236.0,602.0,337.0,739.0
1027,1,5362.jpg,39.0,327.0,151.0,442.00000000000006
1028,1,5363.jpg,87.0,274.0,165.0,393.0
1029,1,5364.jpg,73.0,197.0,142.0,318.0
1030,1,5365.jpg,192.0,230.0,238.0,294.0
1031,1,5366.jpg,38.0,277.0,111.0,394.0
1032,1,5367.jpg,128.0,263.0,205.0,398.0
1033,2,5368.jpg,61.0,421.0,197.0,672.0
1034,1,5369.jpg,219.0,284.0,298.0,425.0
1035,1,5370.jpg,168.0,318.0,237.0,433.0
1036,1,5371.jpg,84.0,189.0,133.0,250.0
1037,1,5372.jpg,215.0,371.0,276.0,444.0
1038,1,5373.jpg,167.0,318.0,228.00000000000003,425.0
1039,1,5374.jpg,163.0,173.0,330.0,312.0
1040,1,5375.jpg,112.0,377.0,164.0,445.0
1041,1,5376.jpg,134.0,470.00000000000006,272.0,642.0000000000001
1042,1,5377.jpg,291.0,556.0,415.0,714.0
1043,2,5378.jpg,113.0,331.0,240.0,503.0
1044,1,5379.jpg,281.0,483.0,404.0,639.0
1045,1,5380.jpg,117.0,399.0,312.0,598.0
1046,1,5381.jpg,91.0,267.0,180.0,369.0
1047,1,5382.jpg,104.0,286.0,197.0,404.0
1048,1,5383.jpg,140.0,588.0,304.0,837.0
1049,1,5384.jpg,98.0,347.0,219.0,502.0
1050,1,5385.jpg,60.0,459.0,168.0,639.0
1051,1,5386.jpg,107.0,351.0,214.0,488.0
1052,1,5387.jpg,152.0,409.0,255.0,548.0
1053,1,5388.jpg,31.0,346.0,151.0,559.0
1054,1,5389.jpg,93.0,263.0,178.0,422.0
1055,2,5390.jpg,40.0,176.0,95.0,263.0
1056,1,5391.jpg,118.0,246.0,188.0,336.0
1057,1,5392.jpg,49.0,306.0,116.0,419.0
1058,1,5393.jpg,144.0,268.0,233.00000000000003,368.0
1059,1,5394.jpg,165.0,423.0,239.0,540.0
1060,1,5395.jpg,196.0,619.0,303.0,744.0000000000001
1061,1,5396.jpg,226.0,442.0,351.0,652.0
1062,1,5397.jpg,108.0,294.0,221.0,416.0
1063,1,5398.jpg,99.0,199.0,170.0,330.99999999999994
1064,1,5399.jpg,132.0,472.0,270.0,656.0
1065,1,5400.jpg,260.0,540.0,394.0,711.0000000000001
1066,1,5401.jpg,234.0,507.0,387.0,785.0
1067,1,5402.jpg,125.0,246.0,221.0,396.0
1068,1,5403.jpg,98.0,116.0,182.0,293.0
1069,1,5404.jpg,95.0,164.0,151.0,236.0
1070,1,5405.jpg,115.0,351.0,274.0,587.0
1071,1,5406.jpg,26.0,296.0,148.0,467.0
1072,1,5407.jpg,99.0,300.0,200.0,471.0
1073,1,5408.jpg,117.0,458.0,300.0,655.0
1074,2,5409.jpg,95.0,549.0,196.0,664.0
1075,1,5410.jpg,118.0,213.0,231.0,403.0
1076,2,5411.jpg,169.0,426.0,272.0,574.0
1077,2,5412.jpg,39.0,389.0,206.0,636.0
1078,1,5413.jpg,145.0,478.0,289.0,653.0
1079,1,5414.jpg,196.0,329.0,273.0,423.0
1080,1,5415.jpg,295.0,372.0,393.0,534.0
1081,1,5416.jpg,71.0,207.0,151.0,349.0
1082,1,5417.jpg,204.0,327.0,310.0,495.0
1083,1,5418.jpg,120.0,224.0,203.0,358.0
1084,1,5419.jpg,59.0,203.0,126.0,283.0
1085,1,5420.jpg,119.0,566.0,248.0,729.0
1086,1,5421.jpg,77.0,215.0,137.0,288.0
1087,1,5422.jpg,121.0,550.0,280.0,797.0
1088,1,5423.jpg,106.0,339.0,226.0,472.0
1089,1,5424.jpg,285.0,365.0,392.0,535.0
1090,1,5425.jpg,130.0,372.0,319.0,657.0
1091,2,5426.jpg,197.0,149.0,274.0,241.0
1092,1,5427.jpg,57.0,164.0,104.0,247.00000000000003
1093,1,5428.jpg,119.0,345.0,205.0,451.0
1094,2,5429.jpg,78.0,509.0,186.0,636.0
1095,2,5430.jpg,458.0,992.0,691.9999999999999,1248.0
1096,1,5431.jpg,81.00000000000001,393.0,185.0,569.0
1097,1,5432.jpg,117.0,309.0,201.0,420.00000000000006
1098,1,5433.jpg,128.0,250.0,253.0,449.0
1099,1,5434.jpg,31.0,368.0,123.0,524.0
1100,1,5435.jpg,145.0,319.0,228.0,472.00000000000006
1101,1,5436.jpg,169.0,333.0,261.0,445.0
1102,1,5437.jpg,177.0,358.0,303.0,571.0
1103,1,5438.jpg,159.0,349.0,277.0,565.0
1104,1,5439.jpg,125.0,325.0,281.0,504.0
1105,1,5440.jpg,145.0,399.0,275.0,623.0
1106,2,5441.jpg,34.0,133.0,106.0,248.0
1107,1,5442.jpg,84.0,238.0,163.0,330.0
1108,2,5443.jpg,102.0,320.0,205.0,442.0
1109,1,5444.jpg,20.0,456.0,111.0,627.0
1110,1,5445.jpg,81.0,395.0,173.0,516.0
1111,1,5446.jpg,124.0,567.0,257.0,786.0
1112,1,5447.jpg,85.0,266.0,180.0,421.0
1113,1,5448.jpg,79.0,251.0,165.99999999999997,349.0
1114,1,5449.jpg,61.0,208.0,127.0,290.0
1115,1,5450.jpg,195.0,339.0,267.0,440.00000000000006
1116,1,5451.jpg,135.0,294.0,216.0,404.0
1117,1,5452.jpg,88.0,289.0,187.0,406.0
1118,1,5453.jpg,395.0,606.0,526.0,768.0
1119,1,5454.jpg,85.0,264.0,200.0,420.0
1120,1,5455.jpg,210.0,415.0,390.0,669.0
1121,1,5456.jpg,126.0,330.0,184.0,395.0
1122,1,5457.jpg,139.0,356.0,239.0,499.0
1123,1,5458.jpg,84.0,251.00000000000003,171.0,401.00000000000006
1124,1,5459.jpg,85.0,154.0,132.0,232.0
1125,1,5460.jpg,88.0,324.0,197.0,464.0
1126,1,5461.jpg,147.0,641.0,289.0,807.0
1127,1,5462.jpg,568.0,929.0,706.0,1162.0
1128,1,5463.jpg,353.00000000000006,647.0,480.0,810.0000000000001
1129,1,5464.jpg,300.0,416.0,372.0,515.0
1130,1,5465.jpg,88.0,352.0,222.0,571.0
1131,1,5466.jpg,285.0,500.0,380.0,646.0
1132,1,5467.jpg,103.0,270.0,156.0,337.00000000000006
1133,1,5468.jpg,155.0,451.0,290.0,600.0
1134,1,5469.jpg,92.0,294.0,198.0,475.0
1135,1,5470.jpg,72.0,247.0,159.0,403.0
1136,2,5471.jpg,14.0,521.0,95.0,653.0
1137,1,5472.jpg,180.0,614.0,340.0,825.9999999999999
1138,1,5473.jpg,114.0,292.0,222.0,413.0
1139,2,5474.jpg,242.0,560.0,394.0,769.0
1140,1,5475.jpg,124.0,275.0,224.0,393.0
1141,1,5476.jpg,155.0,478.0,293.0,730.0
1142,1,5477.jpg,124.0,349.0,250.0,491.0
1143,2,5478.jpg,180.0,345.0,277.0,471.0
1144,1,5479.jpg,520.0,1047.0,604.0,1152.0
1145,1,5480.jpg,128.0,413.0,269.0,583.0
1146,2,5481.jpg,125.0,228.0,190.0,356.99999999999994
1147,1,5482.jpg,221.0,653.0000000000001,338.0,808.0
1148,1,5483.jpg,100.0,286.0,203.0,408.0
1149,1,5484.jpg,570.0,529.0,693.0,755.0
1150,1,5485.jpg,182.0,518.0,349.0,733.0
1151,2,5486.jpg,98.0,204.0,211.0,383.0
1152,1,5487.jpg,94.0,222.0,154.0,300.0
1153,2,5488.jpg,197.0,292.0,289.0,444.00000000000006
1154,1,5489.jpg,215.0,751.0,287.0,894.0
1155,1,5490.jpg,192.0,518.0,373.0,672.0
1156,1,5491.jpg,180.0,561.0,330.0,744.0
1157,1,5492.jpg,160.0,339.0,258.0,522.0
1158,1,5493.jpg,293.0,484.0,396.0,626.0
1159,1,5494.jpg,114.0,254.0,192.0,341.99999999999994
1160,1,5495.jpg,72.0,254.0,138.0,341.00000000000006
1161,1,5496.jpg,203.0,435.0,296.0,570.0
1162,1,5497.jpg,429.0,352.0,516.0,467.0
1163,2,5498.jpg,111.0,253.0,189.0,386.0
1164,1,5499.jpg,121.0,391.0,234.0,535.0
1165,1,5500.jpg,67.0,118.0,129.0,217.0
1166,1,5501.jpg,101.0,368.0,239.0,588.0
1167,1,5502.jpg,449.00000000000006,428.0,497.0,483.0
1168,2,5503.jpg,468.0,789.0,1019.0,1337.0
1169,1,5504.jpg,204.0,604.0,265.0,702.0
1170,1,5505.jpg,79.0,298.0,185.0,417.0
1171,1,5506.jpg,112.0,304.0,213.0,474.0
1172,1,5507.jpg,256.0,711.9999999999999,379.0,938.0
1173,1,5508.jpg,89.0,273.0,186.0,447.00000000000006
1174,1,5509.jpg,195.0,631.0,283.0,737.0
1175,1,5510.jpg,73.0,201.0,150.0,336.99999999999994
1176,2,5511.jpg,142.0,342.99999999999994,265.0,552.0
1177,1,5512.jpg,132.0,254.0,259.0,481.0
1178,1,5513.jpg,115.0,344.0,232.0,482.0
1179,1,5514.jpg,111.0,283.0,197.0,387.0
1180,1,5515.jpg,315.0,355.0,432.0,549.0
1181,1,5516.jpg,60.0,220.0,131.0,313.0
1182,2,5517.jpg,67.0,139.0,141.0,248.0
1183,1,5518.jpg,162.0,307.0,288.0,474.0
1184,2,5519.jpg,137.0,354.0,260.0,553.0
1185,1,5520.jpg,103.0,490.0,213.0,623.0
1186,1,5521.jpg,586.0,264.0,692.0,425.00000000000006
1187,1,5522.jpg,229.0,447.00000000000006,289.0,521.0
1188,1,5523.jpg,176.0,473.0,367.0,715.0
1189,2,5524.jpg,153.0,282.0,252.0,397.0
1190,2,5525.jpg,91.0,268.0,175.0,412.0
1191,1,5526.jpg,250.0,583.0,355.0,717.0
1192,1,5527.jpg,143.0,330.0,272.0,474.0
1193,1,5528.jpg,186.0,286.0,321.0,489.0
1194,1,5529.jpg,138.0,308.0,251.0,492.0
1195,2,5530.jpg,310.0,226.0,373.0,337.0
1196,1,5531.jpg,130.0,363.0,235.00000000000003,532.0
1197,1,5532.jpg,196.0,592.0,410.0,856.0
1198,2,5533.jpg,146.0,402.0,277.0,585.0
1199,2,5534.jpg,84.0,265.0,175.0,372.0
1200,2,5535.jpg,1179.0,576.0,1431.0,860.0
1201,2,5536.jpg,95.0,245.0,183.0,393.0
1202,1,5537.jpg,615.0,841.0,764.0,1029.0
1203,1,5538.jpg,204.0,332.0,326.0,524.0
1204,1,5539.jpg,103.0,298.0,191.0,459.0
1205,1,5540.jpg,151.0,401.0,288.0,583.0
1206,1,5541.jpg,108.0,305.0,204.0,426.0
1207,2,5542.jpg,97.0,225.0,143.0,345.0
1208,1,5543.jpg,90.0,249.00000000000003,207.0,390.0
1209,1,5544.jpg,107.0,298.0,167.0,402.0
1210,2,5545.jpg,98.0,180.0,197.0,330.0
1211,2,5546.jpg,39.0,120.0,116.0,225.0
1212,1,5547.jpg,88.0,253.0,184.0,411.0
1213,1,5548.jpg,107.0,354.0,237.0,497.0
1214,1,5549.jpg,450.00000000000006,490.0,555.0,625.0
1215,1,5550.jpg,338.0,510.0,464.0,737.0000000000001
1216,1,5551.jpg,139.0,318.0,239.0,497.0
1217,1,5552.jpg,205.0,504.0,297.0,648.0
1218,1,5553.jpg,112.0,427.0,196.0,556.0
